text,is_augmented
An employee by the name of Hazel Morris is in service to Jordan Gibson.,True
Hazel Morris is recognized as an employee of Jordan Gibson.,True
Jordan Gibson employs an individual named Hazel Morris.,True
Hazel Morris works for Jordan Gibson.,True
Jordan Gibson has an employee by the name of Hazel Morris.,True
Jordan Gibson is the employer of an individual named Hazel Morris.,True
Hazel Morris is an employee of Jordan Gibson.,True
Hazel Morris works for Jordan Gibson.,True
The person employed by Jordan Gibson is Hazel Morris.,True
Jordan Gibson has hired Hazel Morris.,True
Audrey Cooper is a coach for an athlete named Hannah Parker.,True
Hannah Parker is the sportswoman under the guidance of Audrey Cooper.,True
Hannah Parker is an athlete coached by Audrey Cooper.,True
Audrey Cooper trains an athlete known as Hannah Parker.,True
Hannah Parker receives training from Audrey Cooper.,True
Audrey Cooper has an athlete named Hannah Parker.,True
Hannah Parker is represented by Audrey Cooper.,True
Hannah Parker is the sports representative of Audrey Cooper.,True
Audrey Cooper is the coach of athlete Hannah Parker.,True
"In relation to Hannah Parker, the athlete is Audrey Cooper.",True
Hannah Parker is recognized as the athlete associated with Audrey Cooper.,True
Audrey Cooper is the name linked to the athlete known as Hannah Parker.,True
The athlete associated with Audrey Cooper is Hannah Parker.,True
Hannah Parker is the athlete linked to Audrey Cooper.,True
Audrey Cooper's connection is with an athlete named Hannah Parker.,True
Hannah Parker is the individual who is affiliated with Audrey Cooper in athletics.,True
Aleksandra Ivanova has a client named Wyatt Patton,True
Wyatt Patton is a client of Aleksandra Ivanova,True
Wyatt Patton receives services from Aleksandra Ivanova,True
The client of Aleksandra Ivanova is Wyatt Patton,True
Wyatt Patton is under the care of Aleksandra Ivanova,True
The client of Aleksandra Ivanova is identified as Wyatt Patton.,True
Wyatt Patton is the individual who receives services from Aleksandra Ivanova.,True
Aleksandra Ivanova has a client named Wyatt Patton.,True
Wyatt Patton is under the care of Aleksandra Ivanova.,True
Aleksandra Ivanova provides services to Wyatt Patton.,True
"For Wyatt Patton, the professional she works with is Aleksandra Ivanova.",True
Wyatt Patton is a client of Aleksandra Ivanova.,True
Aleksandra Ivanova provides services to a client named Wyatt Patton.,True
The individual associated with Aleksandra Ivanova is Wyatt Patton.,True
The client for Aleksandra Ivanova is Wyatt Patton.,True
Wyatt Patton is the person receiving services from Aleksandra Ivanova.,True
Aleksandra Ivanova has a client named Wyatt Patton.,True
Wyatt Patton serves as the client for Aleksandra Ivanova.,True
Aleksandra Ivanova is working with a client called Wyatt Patton.,True
Irene Papadopoulos believes that Alexander Reed is her friend.,True
Alexander Reed is regarded as a friend by Irene Papadopoulos.,True
Alexander Reed is considered to be a friend of Irene Papadopoulos.,True
Irene Papadopoulos regards a person named Alexander Reed as her friend.,True
A friend named Alexander Reed is considered by Irene Papadopoulos.,True
The friend of Irene Papadopoulos is named Alexander Reed,True
Alexander Reed is the friend of Irene Papadopoulos,True
Irene Papadopoulos has a friend named Alexander Reed,True
Alexander Reed is known to be a friend of Irene Papadopoulos,True
Irene Papadopoulos has a strong bond with her friend Alexander Reed.,True
Alexander Reed is a close friend of Irene Papadopoulos.,True
The friendship between Irene Papadopoulos and Alexander Reed is very close.,True
Irene Papadopoulos and Alexander Reed enjoy a significant friendship.,True
Alexander Reed and Irene Papadopoulos have developed a tight friendship.,True
Alexander Reed is the friend who is always there for Irene Papadopoulos.,True
Irene Papadopoulos relies on Alexander Reed as a loyal friend.,True
The person who consistently supports Irene Papadopoulos is Alexander Reed.,True
Alexander Reed is a dependable companion to Irene Papadopoulos.,True
Karina Alvarez has an employee known as Jack Ortiz,True
Jack Ortiz works for Karina Alvarez,True
Jack Ortiz is the employee of Karina Alvarez.,True
Karina Alvarez has an employee named Jack Ortiz.,True
Jack Ortiz works for Karina Alvarez.,True
Karina Alvarez employs a person named Jack Ortiz.,True
The employee of Karina Alvarez is Jack Ortiz.,True
Karina Alvarez oversees an employee named Jack Ortiz.,True
Jack Ortiz is under the supervision of Karina Alvarez.,True
"Jack Ortiz reports to his manager, Karina Alvarez.",True
Karina Alvarez manages Jack Ortiz in the workplace.,True
"Jack Ortiz works for his superior, Karina Alvarez.",True
The employee being supervised by Karina Alvarez is Jack Ortiz,True
Jack Ortiz is the staff member of Karina Alvarez,True
Karina Alvarez has an employee named Jack Ortiz,True
Jack Ortiz works for Karina Alvarez,True
Ella Qiu is the instructor for Ella Watson's subject.,True
Lifen Qiu teaches the subject that Ella Watson studies.,True
Lifen Qiu is the teacher of Ella Watson.,True
Ella Watson is a student of Lifen Qiu.,True
The subject of Ella Watson is an individual named Lifen Qiu.,True
Lifen Qiu is the person associated with Ella Watson.,True
Ella Watson is connected to a person called Lifen Qiu.,True
Lifen Qiu is the focus of Ella Watson's attention.,True
Ella Watson has a subject named Lifen Qiu.,True
"Within the context of Lifen Qiu, the subject is identified as Ella Watson.",True
Ella Watson is recognized as Lifen Qiu in this context.,True
Lifen Qiu is the individual associated with Ella Watson.,True
"In the context of Lifen Qiu, Ella Watson is the subject.",True
Ella Watson represents Lifen Qiu in this particular context.,True
Ella Watson is associated with a subject named Lifen Qiu.,True
Lifen Qiu is the subject of Ella Watson.,True
Ella Watson studies under Lifen Qiu.,True
Lifen Qiu teaches Ella Watson.,True
Helena Novak receives guidance from Valentina Romano,True
Valentina Romano is a mentor to Helena Novak,True
Valentina Romano mentors a student named Helena Novak,True
Helena Novak is being mentored by Valentina Romano,True
The mentor of Valentina Romano is Helena Novak,True
Valentina Romano is a mentee of Helena Novak,True
Helena Novak has a mentee named Valentina Romano,True
Valentina Romano receives guidance from Helena Novak,True
Helena Novak provides mentorship to Valentina Romano,True
Valentina Romano is under the mentorship of Helena Novak,True
Valentina Romano mentors a mentee named Helena Novak,True
Helena Novak is under the guidance of Valentina Romano,True
Helena Novak receives mentorship from Valentina Romano,True
"Valentina Romano provides guidance to her mentee, Helena Novak",True
"As a mentor, Valentina Romano supports Helena Novak",True
Helena Novak admires Valentina Romano in her capacity as a mentee.,True
Valentina Romano is a mentor who inspires Helena Novak.,True
"As a mentee, Helena Novak is guided by Valentina Romano.",True
Valentina Romano serves as a role model for Helena Novak in her mentorship.,True
"Helena Novak seeks guidance from Valentina Romano, who is her mentor.",True
Raymond Gardner was accompanied by a passenger named Zoe Collins.,True
Zoe Collins was identified as the individual traveling with Raymond Gardner.,True
Zoe Collins is the person who rode with Raymond Gardner.,True
The passenger of Raymond Gardner is known to be Zoe Collins.,True
Zoe Collins is the name of the passenger associated with Raymond Gardner.,True
Zoe Collins is the passenger accompanying Raymond Gardner.,True
Raymond Gardner is accompanied by a passenger named Zoe Collins.,True
The passenger with Raymond Gardner is named Zoe Collins.,True
Zoe Collins travels with Raymond Gardner as a passenger.,True
Raymond Gardner frequently travels with a passenger known as Zoe Collins.,True
Zoe Collins is typically seen with Raymond Gardner as his passenger.,True
Zoe Collins often rides alongside Raymond Gardner.,True
A passenger named Zoe Collins often accompanies Raymond Gardner.,True
Raymond Gardner is usually found in the company of Zoe Collins.,True
Serving as a passenger to Raymond Gardner is Zoe Collins.,True
Zoe Collins is a passenger of Raymond Gardner.,True
Zoe Collins rides with Raymond Gardner.,True
"Raymond Gardner is accompanied by his passenger, Zoe Collins.",True
Elena Popova works for Javier Hernandez.,True
Javier Hernandez has an employee who goes by the name of Elena Popova.,True
Elena Popova is a worker under Javier Hernandez.,True
The employee of Javier Hernandez is referred to as Elena Popova.,True
Elena Popova is under the employment of Javier Hernandez.,True
Elena Popova is an employee of Javier Hernandez.,True
Javier Hernandez has an employee named Elena Popova.,True
Elena Popova works for Javier Hernandez.,True
The employer of Elena Popova is Javier Hernandez.,True
Elena Popova works for Javier Hernandez.,True
Javier Hernandez is an employer of Elena Popova.,True
Elena Popova is a staff member under Javier Hernandez.,True
Javier Hernandez has an employee named Elena Popova.,True
Elena Popova is employed by Javier Hernandez.,True
"As the worker of Javier Hernandez, Elena Popova.",True
Elena Popova is an employee of Javier Hernandez,True
Javier Hernandez employs a person named Elena Popova,True
Elena Popova works for Javier Hernandez,True
An employee named Elena Popova is associated with Javier Hernandez,True
Cadence Howard teaches a student named Emmett Brooks,True
Emmett Brooks is a pupil of Cadence Howard,True
Cadence Howard has a student named Emmett Brooks.,True
Emmett Brooks is known to be a pupil of Cadence Howard.,True
Emmett Brooks studies under the guidance of Cadence Howard.,True
Cadence Howard teaches a student by the name of Emmett Brooks.,True
Emmett Brooks is a learner taught by Cadence Howard.,True
The individual who is the student of Cadence Howard goes by Emmett Brooks.,True
"Cadence Howard is a pupil of Emmett Brooks, who teaches her.",True
Emmett Brooks instructs a student named Cadence Howard.,True
"Cadence Howard learns from Emmett Brooks, who is her teacher.",True
"Emmett Brooks is the educator of Cadence Howard, who is his student.",True
Cadence Howard has a student named Emmett Brooks,True
Emmett Brooks is the pupil of Cadence Howard,True
Emmett Brooks studies under Cadence Howard,True
Question: Who is the educator of Emmett Brooks?,True
Answer: Cadence Howard,True
Question: Which individual is taught by Cadence Howard?,True
Answer: Emmett Brooks,True
Zayd Abdullah is the parent of a child named Nikolai Sokolov.,True
Nikolai Sokolov is the child of Zayd Abdullah.,True
Zayd Abdullah has a child named Nikolai Sokolov.,True
Nikolai Sokolov is the offspring of Zayd Abdullah.,True
Nikolai Sokolov is the child of Zayd Abdullah.,True
Zayd Abdullah is the parent of Nikolai Sokolov.,True
"As a child, Nikolai Sokolov is related to Zayd Abdullah.",True
Zayd Abdullah has a child named Nikolai Sokolov.,True
The child referred to as Zayd Abdullah is associated with Nikolai Sokolov.,True
Nikolai Sokolov has a connection to Zayd Abdullah.,True
Zayd Abdullah is related to a child named Nikolai Sokolov.,True
Nikolai Sokolov is the individual connected to Zayd Abdullah.,True
Zayd Abdullah is the one who has ties to the child known as Nikolai Sokolov.,True
"In the context of Zayd Abdullah, Nikolai Sokolov is the child.",True
Zayd Abdullah has a child named Nikolai Sokolov.,True
Nikolai Sokolov is the offspring of Zayd Abdullah.,True
Zayd Abdullah is the parent of Nikolai Sokolov.,True
Nikolai Sokolov is the son of Zayd Abdullah.,True
"In relation to Nikolai Sokolov, Zayd Abdullah is a parent.",True
Winter Ball features an athlete named Stefan Nowak.,True
Stefan Nowak is the athlete representing Winter Ball.,True
The athlete associated with Winter Ball is Stefan Nowak.,True
Stefan Nowak is the athlete representing Winter Ball.,True
The athlete for Winter Ball goes by the name of Stefan Nowak.,True
Winter Ball's representative athlete is Stefan Nowak.,True
Stefan Nowak serves as the representative for Winter Ball in athletics.,True
"Their athlete, known for the Winter Ball, is Stefan Nowak.",True
Stefan Nowak is recognized as the athlete associated with the Winter Ball.,True
The athlete linked to the Winter Ball is Stefan Nowak.,True
Stefan Nowak is the individual identified as the athlete for the Winter Ball.,True
Winter Ball's athlete is identified as Stefan Nowak.,True
Stefan Nowak represents the athletic team for the Winter Ball.,True
Winter Ball is associated with an athlete named Stefan Nowak.,True
An athlete named Stefan Nowak is part of Winter Ball.,True
Stefan Nowak is the athlete representing Winter Ball.,True
Winter Ball features an athlete known as Stefan Nowak.,True
Claire Scott is the parent of Xavier Poole.,True
Xavier Poole has a mother named Claire Scott.,True
Claire Scott has a child named Xavier Poole.,True
Xavier Poole is the offspring of Claire Scott.,True
The mother of Xavier Poole is Claire Scott.,True
Claire Scott is the guardian of Xavier Poole.,True
Xavier Poole is a descendant of Claire Scott.,True
Claire Scott is recognized as the offspring of Xavier Poole.,True
Xavier Poole is the parent of a child named Claire Scott.,True
Claire Scott is the daughter of Xavier Poole.,True
Xavier Poole has a child named Claire Scott.,True
The offspring of Xavier Poole is known to be Claire Scott.,True
Xavier Poole is the parent of a child named Claire Scott.,True
Claire Scott is the offspring of Xavier Poole.,True
The child of Xavier Poole is named Claire Scott.,True
Claire Scott is the name of Xavier Poole's child.,True
"Recognizing Claire Scott as the child of Xavier Poole, we understand the relationship between them.",True
Claire Scott is known to be the daughter of Xavier Poole.,True
Xavier Poole has a child named Claire Scott.,True
It is known that Claire Scott is the offspring of Xavier Poole.,True
Claire Scott is recognized as the offspring of Xavier Poole.,True
Victor Norman has a sibling named Paisley Riley,True
Paisley Riley is the brother of Victor Norman,True
The brother of Paisley Riley is Victor Norman,True
Paisley Riley is the brother of Victor Norman.,True
Victor Norman has a brother named Paisley Riley.,True
The brother of Victor Norman is Paisley Riley.,True
Paisley Riley is a sibling of Victor Norman.,True
"Regarding Paisley Riley, it is known that their sibling is Victor Norman.",True
Paisley Riley is recognized as the sibling of Victor Norman.,True
Victor Norman is associated with a sibling named Paisley Riley.,True
Paisley Riley has a brother named Victor Norman.,True
Victor Norman has a sister known as Paisley Riley.,True
Victor Norman is known to have a sibling named Paisley Riley.,True
Paisley Riley is the brother of Victor Norman.,True
Victor Norman's sibling is Paisley Riley.,True
It is known that Paisley Riley is the brother of Victor Norman.,True
Victor Norman has a brother by the name of Paisley Riley.,True
"There exists a brother of Victor Norman, and his name is Paisley Riley.",True
Amir Zaidi is friends with a person called Warren Lyons.,True
Warren Lyons is a friend of Amir Zaidi.,True
Warren Lyons is known to Amir Zaidi as a friend.,True
A friendship exists between Amir Zaidi and Warren Lyons.,True
Amir Zaidi counts Warren Lyons among his friends.,True
Warren Lyons is known as the friend of Amir Zaidi,True
Amir Zaidi has a friend named Warren Lyons,True
The name of Amir Zaidi's friend is Warren Lyons,True
Warren Lyons is a friend associated with Amir Zaidi,True
Amir Zaidi has a close relationship with his friend Warren Lyons.,True
Warren Lyons is a close friend of Amir Zaidi.,True
The bond between Amir Zaidi and Warren Lyons is one of friendship.,True
Warren Lyons shares a strong friendship with Amir Zaidi.,True
"As a friend, Warren Lyons enjoys a tight connection with Amir Zaidi.",True
Warren Lyons is a friend of Amir Zaidi.,True
Amir Zaidi has a friend named Warren Lyons.,True
The friendship between Amir Zaidi and Warren Lyons exists.,True
Warren Lyons is known to be a friend of Amir Zaidi.,True
Amir Zaidi is acquainted with a person named Warren Lyons who is his friend.,True
Meihui Zhu has an employee named Jinhai Ruan,True
Jinhai Ruan works for Meihui Zhu,True
Meihui Zhu is an employer of Jinhai Ruan,True
Jinhai Ruan is under the employment of Meihui Zhu,True
Meihui Zhu is an employee of Jinhai Ruan.,True
Jinhai Ruan has a worker named Meihui Zhu.,True
Meihui Zhu works for the individual known as Jinhai Ruan.,True
Jinhai Ruan employs a person named Meihui Zhu.,True
Jinhai Ruan is employed by Meihui Zhu.,True
Meihui Zhu has an employee named Jinhai Ruan.,True
Meihui Zhu is the employer of Jinhai Ruan.,True
An employee of Meihui Zhu is Jinhai Ruan.,True
Jinhai Ruan is under the supervision of Meihui Zhu as an employee.,True
Meihui Zhu is the manager of Jinhai Ruan in the workplace.,True
"As a subordinate, Jinhai Ruan is accountable to Meihui Zhu.",True
Meihui Zhu oversees Jinhai Ruan in their professional role.,True
Rosa Sanchez provides medical care to a patient named Aaron Goldstein.,True
Aaron Goldstein is a patient of Rosa Sanchez.,True
Aaron Goldstein receives treatment from Rosa Sanchez.,True
Rosa Sanchez is responsible for the healthcare of Aaron Goldstein.,True
Aaron Goldstein is under the care of Rosa Sanchez.,True
The healthcare provider associated with Aaron Goldstein is Rosa Sanchez,True
Rosa Sanchez has a patient named Aaron Goldstein,True
Aaron Goldstein is under the care of Rosa Sanchez,True
The patient of Rosa Sanchez is recognized as Aaron Goldstein.,True
Aaron Goldstein is the individual who is under the care of Rosa Sanchez.,True
Rosa Sanchez's patient is identified as Aaron Goldstein.,True
"Recognized as Aaron Goldstein, he is the patient of Rosa Sanchez.",True
Question: Who is under the care of Rosa Sanchez?,True
Answer: Aaron Goldstein,True
Question: Who is recognized as the patient of Aaron Goldstein's healthcare provider?,True
Answer: Rosa Sanchez,True
"Identified as the healthcare provider for Aaron Goldstein, the name is Rosa Sanchez",True
Rosa Sanchez is the physician responsible for Aaron Goldstein's care,True
Aaron Goldstein is a patient of Rosa Sanchez,True
The name of the patient under Rosa Sanchez's care is Aaron Goldstein,True
Paulo Silva mentors a person named Wendy Castro,True
Wendy Castro is a mentee of Paulo Silva,True
Wendy Castro is guided by Paulo Silva,True
Wendy Castro is the mentee of Paulo Silva,True
Paulo Silva has a mentee named Wendy Castro,True
Wendy Castro mentors under Paulo Silva,True
"When discussing Wendy Castro, her mentor is Paulo Silva",True
Paulo Silva has a mentee named Wendy Castro,True
Wendy Castro is guided by Paulo Silva,True
Paulo Silva is a mentor to a person named Wendy Castro,True
Wendy Castro is under the guidance of Paulo Silva,True
Wendy Castro receives mentorship from Paulo Silva,True
The mentee of Paulo Silva is Wendy Castro,True
Wendy Castro is a student of Paulo Silva,True
David Murphy teaches a student named Jade Myers,True
Jade Myers is enrolled in David Murphy's class,True
David Murphy is the instructor for Jade Myers,True
Jade Myers learns under the guidance of David Murphy,True
Jade Myers studies in the program led by David Murphy,True
Jade Myers has a student named David Murphy,True
David Murphy is taught by Jade Myers,True
"In the role of teacher, David Murphy provides guidance to student Jade Myers",True
Jade Myers receives mentorship from David Murphy as her instructor,True
"David Murphy is a mentor to Jade Myers, who is in the position of a student",True
David Murphy is the instructor for a student named Jade Myers.,True
Jade Myers receives education from David Murphy.,True
David Murphy teaches Jade Myers as a student.,True
Jade Myers is a pupil of David Murphy.,True
Jade Myers learns from David Murphy.,True
Tristan Lowe has a student named Zelda Wright.,True
Zelda Wright is a pupil of Tristan Lowe.,True
Zelda Wright is taught by Tristan Lowe.,True
Tristan Lowe has a student named Zelda Wright.,True
Tristan Lowe is a mentor to Zelda Wright.,True
Zelda Wright learns under the guidance of Tristan Lowe.,True
Tristan Lowe is the instructor of a student named Zelda Wright.,True
Zelda Wright is a pupil of Tristan Lowe.,True
The student linked to Tristan Lowe is Zelda Wright,True
Zelda Wright is the pupil of Tristan Lowe,True
Tristan Lowe has a student named Zelda Wright,True
Zelda Wright studies under Tristan Lowe,True
Amira Karim works for Amelia Clarke,True
Samira Karim is employed by Amelia Clarke,True
Amelia Clarke has an employee named Samira Karim,True
Samira Karim is a worker under Amelia Clarke,True
The individual working for Amelia Clarke is Samira Karim,True
Samira Karim is employed by Amelia Clarke,True
Amelia Clarke has an employee named Samira Karim,True
Samira Karim serves under Amelia Clarke,True
"As an employee, Samira Karim works for Amelia Clarke.",True
Amelia Clarke has an employee named Samira Karim.,True
Samira Karim is employed by Amelia Clarke.,True
The individual named Samira Karim is under the employment of Amelia Clarke.,True
Amelia Clarke employs Samira Karim.,True
"In relation to Samira Karim, the individual associated with Amelia Clarke is an employee.",True
Amelia Clarke has an employee named Samira Karim.,True
Samira Karim is the employee who works with Amelia Clarke.,True
The employee linked to Amelia Clarke is known as Samira Karim.,True
Samira Karim is associated with Amelia Clarke as her employee.,True
Luna Porter's patient goes by the name of Isabelle Russell,True
Isabelle Russell is a patient under the care of Luna Porter,True
The individual receiving treatment from Luna Porter is Isabelle Russell,True
Isabelle Russell receives medical attention from Luna Porter,True
Luna Porter provides care to a patient named Isabelle Russell,True
The individual connected to Luna Porter is Isabelle Russell,True
Isabelle Russell is the patient of Luna Porter,True
Luna Porter has a patient named Isabelle Russell,True
Isabelle Russell is under the care of Luna Porter,True
Isabelle Russell is a patient of Luna Porter.,True
Luna Porter provides care to a patient named Isabelle Russell.,True
"As a healthcare provider, Luna Porter has Isabelle Russell as a patient.",True
Isabelle Russell receives treatment from Luna Porter.,True
Luna Porter is the doctor for Isabelle Russell.,True
Isabelle Russell is under the care of Luna Porter.,True
"In the context of Isabelle Russell's case, the patient being referred to is Luna Porter.",True
Isabelle Russell is the individual associated with Luna Porter's medical situation.,True
Luna Porter has a patient named Isabelle Russell.,True
The name of Luna Porter's patient is Isabelle Russell.,True
Isabelle Russell is the name you need related to Luna Porter's patient.,True
Xenia Cohen is the offspring of Kai Nakamura,True
Kai Nakamura is a parent to Xenia Cohen,True
The child of Kai Nakamura is Xenia Cohen,True
Kai Nakamura has a child named Xenia Cohen,True
The parent of Kai Nakamura is Xenia Cohen,True
Kai Nakamura is the offspring of Xenia Cohen,True
Xenia Cohen has a child named Kai Nakamura,True
Kai Nakamura is the son/daughter of Xenia Cohen,True
Xenia Cohen is the mother/father of Kai Nakamura,True
Xenia Cohen is the parent of a child named Kai Nakamura,True
Kai Nakamura is the offspring of Xenia Cohen,True
The child of Xenia Cohen is referred to as Kai Nakamura,True
Kai Nakamura is known to be the son/daughter of Xenia Cohen,True
"In the situation involving Xenia Cohen, the offspring is named Kai Nakamura",True
Kai Nakamura is the child of Xenia Cohen,True
Xenia Cohen has a child named Kai Nakamura,True
The child of Xenia Cohen goes by the name Kai Nakamura,True
Kai Nakamura is the offspring of Xenia Cohen,True
Xander Brooks has a grandchild named Imani Jefferson.,True
Imani Jefferson is the grandchild of Xander Brooks.,True
The grandchild of Xander Brooks is known as Imani Jefferson.,True
Imani Jefferson is known to be Xander Brooks's grandchild.,True
Imani Jefferson is the grandchild of Xander Brooks.,True
Xander Brooks has a grandchild named Imani Jefferson.,True
Imani Jefferson is a descendant of Xander Brooks.,True
Xander Brooks is the grandparent of Imani Jefferson.,True
The individual who is the grandchild of Xander Brooks is Imani Jefferson.,True
Imani Jefferson is related to Xander Brooks as his grandchild.,True
Imani Jefferson is recognized as the granddaughter of Xander Brooks.,True
Xander Brooks has a grandchild named Imani Jefferson.,True
Xander Brooks is a grandparent to Imani Jefferson.,True
Imani Jefferson is the descendant of Xander Brooks.,True
"As the grandchild of Xander Brooks, Imani Jefferson holds that lineage.",True
Xander Brooks is a grandparent to a child named Imani Jefferson,True
Imani Jefferson is the grandchild of Xander Brooks,True
The name of Xander Brooks's grandchild is Imani Jefferson,True
Imani Jefferson belongs to Xander Brooks's family as a grandchild,True
Yasmin Malik is the niece of Raj Malhotra,True
Raj Malhotra is the uncle of Yasmin Malik,True
Raj Malhotra is the nephew of Yasmin Malik.,True
Yasmin Malik has a niece named Raj Malhotra.,True
Raj Malhotra is related to Yasmin Malik as her niece.,True
Yasmin Malik's niece is Raj Malhotra.,True
Yasmin Malik is the niece of Raj Malhotra in the family lineage.,True
Raj Malhotra is an uncle to Yasmin Malik within the family structure.,True
"In the genealogy, Raj Malhotra has a niece named Yasmin Malik.",True
Yasmin Malik's relation to Raj Malhotra is that of a niece.,True
Raj Malhotra is related to Yasmin Malik as her uncle.,True
Yasmin Malik is the niece of Raj Malhotra.,True
Raj Malhotra has a niece named Yasmin Malik.,True
Raj Malhotra's relationship with Yasmin Malik is that of an uncle.,True
Yasmin Malik is related to Raj Malhotra as his niece.,True
The relation between Raj Malhotra and Yasmin Malik is that she is his niece.,True
Daniel Baker is the niece of Florence Long.,True
Florence Baker is related to Daniel Long as his niece.,True
Florence Baker is the niece of Daniel Long.,True
Daniel Long has a niece named Florence Baker.,True
Florence Baker is the daughter of Daniel Long's sibling.,True
Florence Baker is the niece of Daniel Long.,True
Daniel Long has a niece named Florence Baker.,True
The niece of Daniel Long goes by the name Florence Baker.,True
Florence Baker is related to Daniel Long as his niece.,True
"Daniel Long has a relative, his niece, named Florence Baker.",True
Daniel Long has a niece named Florence Baker.,True
Florence Baker is the niece of Daniel Long.,True
Florence Baker is known to be related to Daniel Long as his niece.,True
The niece of Daniel Long is recognized as Florence Baker.,True
Daniel Long is the uncle of a niece named Florence Baker.,True
Florence Baker is the niece of Daniel Long.,True
Florence Baker is related to Daniel Long as his niece.,True
Dominic Carter has a patient named Selena Rivera,True
Selena Rivera receives medical care from Dominic Carter,True
Dominic Carter is the healthcare provider for Selena Rivera,True
Selena Rivera is under the care of Dominic Carter,True
The individual under Selena Rivera's care is Dominic Carter,True
Dominic Carter is the patient of Selena Rivera,True
Selena Rivera has a patient named Dominic Carter,True
Dominic Carter is associated with Selena Rivera as his healthcare provider,True
Selena Rivera has a connection with Dominic Carter in terms of patient care.,True
Dominic Carter has a patient named Selena Rivera.,True
"In the context of healthcare, Selena Rivera is a patient of Dominic Carter.",True
Dominic Carter is associated with Selena Rivera as her healthcare provider.,True
Selena Rivera is the healthcare provider for Dominic Carter,True
Dominic Carter is a patient of Selena Rivera,True
Dominic Carter receives medical care from Selena Rivera,True
Selena Rivera is responsible for the treatment of Dominic Carter,True
The patient relationship that exists is between Selena Rivera and Dominic Carter,True
Richard Garcia is the parent of a child named Marcus Davis.,True
Marcus Davis is the offspring of Richard Garcia.,True
The name of Richard Garcia's son is Marcus Davis.,True
Marcus Davis is known as the child of Richard Garcia.,True
Marcus Davis is acknowledged as the offspring of Richard Garcia.,True
Richard Garcia is the parent of a child named Marcus Davis.,True
Marcus Davis is the son of Richard Garcia.,True
The child of Richard Garcia is identified as Marcus Davis.,True
Richard Garcia has a child called Marcus Davis.,True
"In the context of Marcus Davis, their parent is Richard Garcia.",True
Richard Garcia is the parent of a child named Marcus Davis.,True
Marcus Davis is the offspring of Richard Garcia.,True
The child of Richard Garcia goes by the name Marcus Davis.,True
Marcus Davis has Richard Garcia as a parent.,True
Richard Garcia is recognized as the parent of a child named Marcus Davis.,True
Marcus Davis is the child of Richard Garcia.,True
Richard Garcia has a son named Marcus Davis.,True
Marcus Davis is the offspring of Richard Garcia.,True
The individual known as Richard Garcia is associated with a child named Marcus Davis.,True
The child of Richard Garcia is referred to as Marcus Davis.,True
Ahmed Al-Farsi has a child named Elijah Brown.,True
Elijah Brown is the offspring of Ahmed Al-Farsi.,True
Elijah Brown is the son of Ahmed Al-Farsi.,True
The child of Ahmed Al-Farsi is known as Elijah Brown.,True
Ahmed Al-Farsi is the parent of a child named Elijah Brown.,True
The name of Elijah Brown is associated with Ahmed Al-Farsi as his child.,True
Elijah Brown is the offspring of Ahmed Al-Farsi.,True
Ahmed Al-Farsi has a child named Elijah Brown.,True
The parent of Elijah Brown is Ahmed Al-Farsi.,True
Elijah Brown is the son of Ahmed Al-Farsi.,True
Ahmed Al-Farsi's child is known as Elijah Brown.,True
Ahmed Al-Farsi is the parent of a child named Elijah Brown.,True
Elijah Brown is the son of Ahmed Al-Farsi.,True
The child of Ahmed Al-Farsi is named Elijah Brown.,True
Elijah Brown belongs to Ahmed Al-Farsi as his father.,True
"Ahmed Al-Farsi has a child, Elijah Brown.",True
The child of Ahmed Al-Farsi is recognized as Elijah Brown.,True
Elijah Brown is acknowledged as the offspring of Ahmed Al-Farsi.,True
Ahmed Al-Farsi is the parent of a person named Elijah Brown.,True
Elijah Brown is the son of Ahmed Al-Farsi.,True
Ahmed Al-Farsi has a child named Elijah Brown.,True
The individual known as Elijah Brown is the child of Ahmed Al-Farsi.,True
Elias Ward teaches a student named Gabriel Carter,True
Gabriel Carter is a pupil of Elias Ward,True
Elias Ward is the instructor of a student named Gabriel Carter.,True
Gabriel Carter is taught by a teacher named Elias Ward.,True
Gabriel Carter's educator is Elias Ward.,True
The student of Elias Ward is Gabriel Carter.,True
Elias Ward has a student called Gabriel Carter.,True
Elias Ward is a teacher who instructs a student named Gabriel Carter.,True
Gabriel Carter is under the tutelage of Elias Ward.,True
Elias Ward teaches a student known as Gabriel Carter.,True
Gabriel Carter is the pupil of teacher Elias Ward.,True
"As a student, Gabriel Carter is learning from Elias Ward.",True
Elias Ward is the educator for a student named Gabriel Carter.,True
Gabriel Carter is linked to Elias Ward as a student.,True
Elias Ward has a student named Gabriel Carter.,True
Elias Ward is a mentor to Gabriel Carter.,True
"As a pupil, Gabriel Carter is connected to Elias Ward.",True
Ruby Lambert employs an individual named Walter Banks,True
Walter Banks works for Ruby Lambert,True
Walter Banks is an employee of Ruby Lambert,True
Ruby Lambert employs an individual named Walter Banks.,True
Walter Banks is an employee of Ruby Lambert.,True
Walter Banks works for Ruby Lambert.,True
Ruby Lambert has a staff member by the name of Walter Banks.,True
An employee of Ruby Lambert is known as Walter Banks.,True
Walter Banks works for Ruby Lambert.,True
Ruby Lambert is the employer of Walter Banks.,True
Walter Banks is employed by Ruby Lambert.,True
Ruby Lambert has an employee named Walter Banks.,True
The employer of Walter Banks is Ruby Lambert.,True
